TotalSuspiciousRecords,DomainFetched,AttackCoverage,AttackRuntime (msec),AttackSpeed (domain per msec)
16,89,0.3588709677419355,44,2.022727272727273
16,243,0.9798387096774194,263,0.9239543726235742
16,218,0.8790322580645161,133,1.6390977443609023
16,104,0.41935483870967744,86,1.2093023255813953
16,178,0.717741935483871,81,2.197530864197531
16,232,0.9354838709677419,158,1.4683544303797469
16,243,0.9798387096774194,141,1.7234042553191489
16,50,0.20161290322580644,47,1.0638297872340425
16,243,0.9798387096774194,152,1.5986842105263157
16,243,0.9798387096774194,133,1.8270676691729324
16,31,0.125,38,0.8157894736842105
16,237,0.9556451612903226,165,1.4363636363636363
16,243,0.9798387096774194,101,2.405940594059406
16,243,0.9798387096774194,168,1.4464285714285714
16,67,0.2701612903225806,36,1.8611111111111112
16,215,0.8669354838709677,126,1.7063492063492063
16,243,0.9798387096774194,108,2.25
16,93,0.375,96,0.96875
16,243,0.9798387096774194,153,1.588235294117647
16,33,0.13306451612903225,42,0.7857142857142857
16,243,0.9798387096774194,226,1.075221238938053
16,77,0.31048387096774194,39,1.9743589743589745
16,58,0.23387096774193547,26,2.230769230769231
16,243,0.9798387096774194,167,1.4550898203592815
16,223,0.8991935483870968,146,1.5273972602739727
16,18,0.07258064516129033,9,2.0
16,215,0.8669354838709677,126,1.7063492063492063
16,243,0.9798387096774194,123,1.975609756097561
16,243,0.9798387096774194,161,1.5093167701863355
16,74,0.29838709677419356,57,1.2982456140350878
16,65,0.2620967741935484,58,1.1206896551724137
16,80,0.3225806451612903,70,1.1428571428571428
16,83,0.3346774193548387,32,2.59375
16,243,0.9798387096774194,97,2.5051546391752577
16,8,0.03225806451612903,9,0.8888888888888888
17,243,0.9798387096774194,109,2.229357798165138
17,243,0.9798387096774194,94,2.5851063829787235
17,243,0.9798387096774194,110,2.209090909090909
17,243,0.9798387096774194,126,1.9285714285714286
17,243,0.9798387096774194,138,1.7608695652173914
17,54,0.21774193548387097,49,1.1020408163265305
17,243,0.9798387096774194,128,1.8984375
17,71,0.2862903225806452,51,1.392156862745098
17,243,0.9798387096774194,117,2.076923076923077
17,223,0.8991935483870968,102,2.1862745098039214
17,243,0.9798387096774194,95,2.557894736842105
17,93,0.375,66,1.4090909090909092
17,243,0.9798387096774194,165,1.4727272727272727
17,145,0.5846774193548387,63,2.3015873015873014
17,167,0.6733870967741935,118,1.4152542372881356
17,243,0.9798387096774194,140,1.7357142857142858
17,43,0.17338709677419356,60,0.7166666666666667
17,243,0.9798387096774194,87,2.793103448275862
17,175,0.7056451612903226,67,2.611940298507463
17,206,0.8306451612903226,111,1.8558558558558558
17,243,0.9798387096774194,141,1.7234042553191489
17,243,0.9798387096774194,147,1.653061224489796
17,243,0.9798387096774194,109,2.229357798165138
17,243,0.9798387096774194,111,2.189189189189189
17,8,0.03225806451612903,8,1.0
17,243,0.9798387096774194,151,1.609271523178808
17,243,0.9798387096774194,121,2.0082644628099175
17,74,0.29838709677419356,33,2.242424242424242
17,218,0.8790322580645161,104,2.0961538461538463
17,243,0.9798387096774194,116,2.0948275862068964
17,180,0.7258064516129032,99,1.8181818181818181
17,243,0.9798387096774194,110,2.209090909090909
17,243,0.9798387096774194,104,2.3365384615384617
17,243,0.9798387096774194,126,1.9285714285714286
17,243,0.9798387096774194,129,1.8837209302325582
17,243,0.9798387096774194,118,2.059322033898305
17,113,0.45564516129032256,46,2.4565217391304346
17,47,0.18951612903225806,19,2.473684210526316
17,149,0.6008064516129032,91,1.6373626373626373
17,243,0.9798387096774194,111,2.189189189189189
17,243,0.9798387096774194,88,2.7613636363636362
17,44,0.1774193548387097,19,2.3157894736842106
17,243,0.9798387096774194,119,2.042016806722689
17,95,0.38306451612903225,68,1.3970588235294117
17,243,0.9798387096774194,118,2.059322033898305
17,243,0.9798387096774194,117,2.076923076923077
17,243,0.9798387096774194,172,1.4127906976744187
17,243,0.9798387096774194,93,2.6129032258064515
17,243,0.9798387096774194,106,2.292452830188679
17,38,0.1532258064516129,17,2.235294117647059
17,243,0.9798387096774194,142,1.7112676056338028
17,125,0.5040322580645161,112,1.1160714285714286
17,243,0.9798387096774194,112,2.169642857142857
17,243,0.9798387096774194,163,1.49079754601227
17,243,0.9798387096774194,91,2.67032967032967
17,243,0.9798387096774194,118,2.059322033898305
17,243,0.9798387096774194,161,1.5093167701863355
17,243,0.9798387096774194,159,1.528301886792453
17,243,0.9798387096774194,164,1.4817073170731707
18,243,0.9798387096774194,158,1.5379746835443038
18,243,0.9798387096774194,109,2.229357798165138
18,243,0.9798387096774194,138,1.7608695652173914
18,162,0.6532258064516129,64,2.53125
18,243,0.9798387096774194,169,1.4378698224852071
18,243,0.9798387096774194,190,1.2789473684210526
18,243,0.9798387096774194,173,1.4046242774566473
18,177,0.7137096774193549,87,2.0344827586206895
18,243,0.9798387096774194,167,1.4550898203592815
18,94,0.3790322580645161,68,1.3823529411764706
18,243,0.9798387096774194,110,2.209090909090909
18,243,0.9798387096774194,130,1.8692307692307693
18,243,0.9798387096774194,155,1.5677419354838709
18,178,0.717741935483871,119,1.495798319327731
18,77,0.31048387096774194,35,2.2
18,53,0.21370967741935484,43,1.2325581395348837
18,243,0.9798387096774194,152,1.5986842105263157
18,243,0.9798387096774194,129,1.8837209302325582
18,39,0.15725806451612903,44,0.8863636363636364
18,143,0.5766129032258065,54,2.6481481481481484
18,243,0.9798387096774194,130,1.8692307692307693
18,243,0.9798387096774194,195,1.2461538461538462
18,154,0.6209677419354839,83,1.855421686746988
18,43,0.17338709677419356,24,1.7916666666666667
18,243,0.9798387096774194,156,1.5576923076923077
18,59,0.23790322580645162,59,1.0
18,54,0.21774193548387097,33,1.6363636363636365
18,243,0.9798387096774194,170,1.4294117647058824
18,243,0.9798387096774194,105,2.3142857142857145
18,243,0.9798387096774194,171,1.4210526315789473
18,243,0.9798387096774194,97,2.5051546391752577
18,119,0.4798387096774194,53,2.2452830188679247
18,243,0.9798387096774194,135,1.8
18,243,0.9798387096774194,154,1.577922077922078
18,243,0.9798387096774194,146,1.6643835616438356
18,243,0.9798387096774194,164,1.4817073170731707
18,243,0.9798387096774194,123,1.975609756097561
18,243,0.9798387096774194,155,1.5677419354838709
18,243,0.9798387096774194,131,1.8549618320610688
18,52,0.20967741935483872,26,2.0
18,156,0.6290322580645161,103,1.5145631067961165
18,171,0.6895161290322581,70,2.442857142857143
18,243,0.9798387096774194,101,2.405940594059406
18,115,0.4637096774193548,75,1.5333333333333334
18,243,0.9798387096774194,163,1.49079754601227
18,58,0.23387096774193547,30,1.9333333333333333
18,40,0.16129032258064516,20,2.0
18,243,0.9798387096774194,202,1.202970297029703
18,243,0.9798387096774194,107,2.2710280373831777
19,243,0.9798387096774194,135,1.8
19,243,0.9798387096774194,158,1.5379746835443038
19,138,0.5564516129032258,110,1.2545454545454546
19,84,0.3387096774193548,38,2.210526315789474
19,243,0.9798387096774194,128,1.8984375
19,243,0.9798387096774194,125,1.944
19,243,0.9798387096774194,134,1.8134328358208955
19,243,0.9798387096774194,124,1.9596774193548387
19,243,0.9798387096774194,126,1.9285714285714286
19,243,0.9798387096774194,175,1.3885714285714286
19,243,0.9798387096774194,158,1.5379746835443038
19,243,0.9798387096774194,139,1.7482014388489209
19,171,0.6895161290322581,77,2.220779220779221
19,243,0.9798387096774194,167,1.4550898203592815
19,243,0.9798387096774194,137,1.7737226277372262
19,243,0.9798387096774194,113,2.150442477876106
19,243,0.9798387096774194,134,1.8134328358208955
19,243,0.9798387096774194,120,2.025
19,243,0.9798387096774194,104,2.3365384615384617
19,243,0.9798387096774194,175,1.3885714285714286
19,151,0.6088709677419355,57,2.6491228070175437
19,243,0.9798387096774194,121,2.0082644628099175
19,243,0.9798387096774194,97,2.5051546391752577
19,243,0.9798387096774194,157,1.5477707006369428
19,243,0.9798387096774194,125,1.944
19,243,0.9798387096774194,102,2.3823529411764706
19,243,0.9798387096774194,106,2.292452830188679
19,243,0.9798387096774194,110,2.209090909090909
19,243,0.9798387096774194,173,1.4046242774566473
19,243,0.9798387096774194,125,1.944
19,243,0.9798387096774194,171,1.4210526315789473
19,243,0.9798387096774194,104,2.3365384615384617
19,243,0.9798387096774194,96,2.53125
19,243,0.9798387096774194,136,1.786764705882353
19,243,0.9798387096774194,167,1.4550898203592815
19,243,0.9798387096774194,112,2.169642857142857
19,243,0.9798387096774194,101,2.405940594059406
19,125,0.5040322580645161,71,1.7605633802816902
19,243,0.9798387096774194,137,1.7737226277372262
19,243,0.9798387096774194,189,1.2857142857142858
19,34,0.13709677419354838,18,1.8888888888888888
19,243,0.9798387096774194,145,1.6758620689655173
19,243,0.9798387096774194,124,1.9596774193548387
19,243,0.9798387096774194,184,1.3206521739130435
19,243,0.9798387096774194,170,1.4294117647058824
19,243,0.9798387096774194,107,2.2710280373831777
19,243,0.9798387096774194,112,2.169642857142857
19,243,0.9798387096774194,158,1.5379746835443038
19,243,0.9798387096774194,142,1.7112676056338028
19,243,0.9798387096774194,99,2.4545454545454546
19,243,0.9798387096774194,155,1.5677419354838709
19,16,0.06451612903225806,9,1.7777777777777777
19,243,0.9798387096774194,160,1.51875
19,87,0.35080645161290325,73,1.1917808219178083
19,17,0.06854838709677419,6,2.8333333333333335
19,243,0.9798387096774194,187,1.2994652406417113
19,243,0.9798387096774194,149,1.6308724832214765
19,243,0.9798387096774194,130,1.8692307692307693
19,243,0.9798387096774194,146,1.6643835616438356
20,243,0.9798387096774194,127,1.9133858267716535
20,27,0.10887096774193548,14,1.9285714285714286
20,243,0.9798387096774194,150,1.62
20,243,0.9798387096774194,101,2.405940594059406
20,243,0.9798387096774194,134,1.8134328358208955
20,243,0.9798387096774194,183,1.3278688524590163
20,243,0.9798387096774194,143,1.6993006993006994
20,243,0.9798387096774194,124,1.9596774193548387
20,243,0.9798387096774194,122,1.9918032786885247
20,243,0.9798387096774194,158,1.5379746835443038
20,243,0.9798387096774194,128,1.8984375
20,243,0.9798387096774194,133,1.8270676691729324
20,243,0.9798387096774194,115,2.1130434782608694
20,243,0.9798387096774194,164,1.4817073170731707
20,243,0.9798387096774194,124,1.9596774193548387
20,243,0.9798387096774194,97,2.5051546391752577
20,243,0.9798387096774194,129,1.8837209302325582
20,243,0.9798387096774194,156,1.5576923076923077
20,243,0.9798387096774194,94,2.5851063829787235
20,151,0.6088709677419355,82,1.8414634146341464
20,243,0.9798387096774194,173,1.4046242774566473
20,243,0.9798387096774194,177,1.3728813559322033
20,82,0.33064516129032256,53,1.5471698113207548
20,243,0.9798387096774194,157,1.5477707006369428
20,243,0.9798387096774194,104,2.3365384615384617
20,81,0.32661290322580644,60,1.35
20,243,0.9798387096774194,148,1.6418918918918919
20,243,0.9798387096774194,147,1.653061224489796
20,243,0.9798387096774194,131,1.8549618320610688
20,243,0.9798387096774194,111,2.189189189189189
20,243,0.9798387096774194,107,2.2710280373831777
20,243,0.9798387096774194,150,1.62
20,243,0.9798387096774194,132,1.8409090909090908
20,243,0.9798387096774194,147,1.653061224489796
20,243,0.9798387096774194,109,2.229357798165138
20,243,0.9798387096774194,140,1.7357142857142858
20,243,0.9798387096774194,152,1.5986842105263157
20,243,0.9798387096774194,96,2.53125
20,243,0.9798387096774194,107,2.2710280373831777
20,243,0.9798387096774194,128,1.8984375
20,243,0.9798387096774194,131,1.8549618320610688
20,243,0.9798387096774194,104,2.3365384615384617
20,243,0.9798387096774194,175,1.3885714285714286
20,243,0.9798387096774194,143,1.6993006993006994
20,243,0.9798387096774194,122,1.9918032786885247
20,243,0.9798387096774194,102,2.3823529411764706
20,243,0.9798387096774194,144,1.6875
20,160,0.6451612903225806,72,2.2222222222222223
20,10,0.04032258064516129,11,0.9090909090909091
20,243,0.9798387096774194,166,1.463855421686747
20,243,0.9798387096774194,147,1.653061224489796
20,26,0.10483870967741936,13,2.0
20,243,0.9798387096774194,107,2.2710280373831777
20,243,0.9798387096774194,172,1.4127906976744187
20,243,0.9798387096774194,105,2.3142857142857145
20,243,0.9798387096774194,189,1.2857142857142858
20,243,0.9798387096774194,133,1.8270676691729324
20,243,0.9798387096774194,130,1.8692307692307693
21,243,0.9798387096774194,166,1.463855421686747
21,243,0.9798387096774194,165,1.4727272727272727
21,243,0.9798387096774194,168,1.4464285714285714
21,243,0.9798387096774194,202,1.202970297029703
21,243,0.9798387096774194,150,1.62
21,243,0.9798387096774194,155,1.5677419354838709
21,243,0.9798387096774194,116,2.0948275862068964
21,243,0.9798387096774194,99,2.4545454545454546
21,23,0.09274193548387097,15,1.5333333333333334
21,243,0.9798387096774194,105,2.3142857142857145
21,243,0.9798387096774194,142,1.7112676056338028
21,243,0.9798387096774194,115,2.1130434782608694
21,53,0.21370967741935484,20,2.65
21,243,0.9798387096774194,154,1.577922077922078
21,51,0.2056451612903226,51,1.0
21,243,0.9798387096774194,100,2.43
21,243,0.9798387096774194,111,2.189189189189189
21,243,0.9798387096774194,145,1.6758620689655173
21,243,0.9798387096774194,104,2.3365384615384617
21,243,0.9798387096774194,102,2.3823529411764706
21,207,0.8346774193548387,146,1.417808219178082
21,243,0.9798387096774194,181,1.3425414364640884
21,243,0.9798387096774194,160,1.51875
21,243,0.9798387096774194,144,1.6875
21,243,0.9798387096774194,105,2.3142857142857145
21,243,0.9798387096774194,101,2.405940594059406
21,243,0.9798387096774194,93,2.6129032258064515
21,243,0.9798387096774194,112,2.169642857142857
21,243,0.9798387096774194,116,2.0948275862068964
21,243,0.9798387096774194,136,1.786764705882353
21,243,0.9798387096774194,163,1.49079754601227
21,243,0.9798387096774194,132,1.8409090909090908
21,243,0.9798387096774194,113,2.150442477876106
21,243,0.9798387096774194,127,1.9133858267716535
21,243,0.9798387096774194,136,1.786764705882353
21,243,0.9798387096774194,146,1.6643835616438356
21,243,0.9798387096774194,106,2.292452830188679
21,243,0.9798387096774194,103,2.3592233009708736
21,243,0.9798387096774194,106,2.292452830188679
21,243,0.9798387096774194,180,1.35
21,243,0.9798387096774194,103,2.3592233009708736
21,243,0.9798387096774194,194,1.2525773195876289
21,243,0.9798387096774194,187,1.2994652406417113
21,243,0.9798387096774194,130,1.8692307692307693
21,243,0.9798387096774194,107,2.2710280373831777
21,243,0.9798387096774194,158,1.5379746835443038
21,243,0.9798387096774194,112,2.169642857142857
21,243,0.9798387096774194,140,1.7357142857142858
21,243,0.9798387096774194,158,1.5379746835443038
21,218,0.8790322580645161,103,2.116504854368932
21,175,0.7056451612903226,78,2.2435897435897436
21,243,0.9798387096774194,154,1.577922077922078
21,243,0.9798387096774194,105,2.3142857142857145
21,243,0.9798387096774194,105,2.3142857142857145
21,243,0.9798387096774194,158,1.5379746835443038
21,243,0.9798387096774194,162,1.5
21,243,0.9798387096774194,135,1.8
21,243,0.9798387096774194,136,1.786764705882353
21,151,0.6088709677419355,72,2.0972222222222223
21,243,0.9798387096774194,157,1.5477707006369428
21,243,0.9798387096774194,162,1.5
21,243,0.9798387096774194,166,1.463855421686747
22,243,0.9798387096774194,122,1.9918032786885247
22,243,0.9798387096774194,113,2.150442477876106
22,243,0.9798387096774194,115,2.1130434782608694
22,243,0.9798387096774194,175,1.3885714285714286
22,243,0.9798387096774194,111,2.189189189189189
22,243,0.9798387096774194,98,2.479591836734694
22,243,0.9798387096774194,110,2.209090909090909
22,243,0.9798387096774194,168,1.4464285714285714
22,243,0.9798387096774194,113,2.150442477876106
22,243,0.9798387096774194,107,2.2710280373831777
22,243,0.9798387096774194,154,1.577922077922078
22,243,0.9798387096774194,117,2.076923076923077
22,243,0.9798387096774194,149,1.6308724832214765
22,137,0.5524193548387096,55,2.4909090909090907
22,243,0.9798387096774194,170,1.4294117647058824
22,243,0.9798387096774194,102,2.3823529411764706
22,243,0.9798387096774194,188,1.2925531914893618
22,233,0.9395161290322581,151,1.5430463576158941
22,243,0.9798387096774194,106,2.292452830188679
22,243,0.9798387096774194,146,1.6643835616438356
22,243,0.9798387096774194,214,1.1355140186915889
22,243,0.9798387096774194,127,1.9133858267716535
22,243,0.9798387096774194,154,1.577922077922078
22,91,0.36693548387096775,84,1.0833333333333333
22,243,0.9798387096774194,129,1.8837209302325582
22,243,0.9798387096774194,109,2.229357798165138
22,243,0.9798387096774194,158,1.5379746835443038
22,243,0.9798387096774194,95,2.557894736842105
22,15,0.06048387096774194,19,0.7894736842105263
22,243,0.9798387096774194,161,1.5093167701863355
22,243,0.9798387096774194,147,1.653061224489796
22,243,0.9798387096774194,116,2.0948275862068964
22,72,0.2903225806451613,60,1.2
22,243,0.9798387096774194,147,1.653061224489796
22,243,0.9798387096774194,101,2.405940594059406
22,243,0.9798387096774194,150,1.62
22,243,0.9798387096774194,117,2.076923076923077
22,243,0.9798387096774194,155,1.5677419354838709
22,236,0.9516129032258065,116,2.0344827586206895
22,243,0.9798387096774194,107,2.2710280373831777
22,243,0.9798387096774194,116,2.0948275862068964
22,243,0.9798387096774194,158,1.5379746835443038
22,243,0.9798387096774194,157,1.5477707006369428
22,243,0.9798387096774194,139,1.7482014388489209
22,243,0.9798387096774194,151,1.609271523178808
22,243,0.9798387096774194,162,1.5
22,243,0.9798387096774194,102,2.3823529411764706
22,81,0.32661290322580644,49,1.653061224489796
22,243,0.9798387096774194,149,1.6308724832214765
22,243,0.9798387096774194,139,1.7482014388489209
22,11,0.04435483870967742,5,2.2
22,95,0.38306451612903225,40,2.375
22,243,0.9798387096774194,95,2.557894736842105
22,243,0.9798387096774194,105,2.3142857142857145
22,98,0.3951612903225806,43,2.2790697674418605
22,44,0.1774193548387097,56,0.7857142857142857
23,82,0.33064516129032256,35,2.342857142857143
23,243,0.9798387096774194,118,2.059322033898305
23,243,0.9798387096774194,139,1.7482014388489209
23,243,0.9798387096774194,154,1.577922077922078
23,243,0.9798387096774194,155,1.5677419354838709
23,243,0.9798387096774194,143,1.6993006993006994
23,243,0.9798387096774194,108,2.25
23,243,0.9798387096774194,108,2.25
23,243,0.9798387096774194,159,1.528301886792453
23,243,0.9798387096774194,98,2.479591836734694
23,243,0.9798387096774194,104,2.3365384615384617
23,243,0.9798387096774194,152,1.5986842105263157
23,243,0.9798387096774194,141,1.7234042553191489
23,243,0.9798387096774194,104,2.3365384615384617
23,243,0.9798387096774194,127,1.9133858267716535
23,243,0.9798387096774194,110,2.209090909090909
23,243,0.9798387096774194,96,2.53125
23,44,0.1774193548387097,20,2.2
23,243,0.9798387096774194,127,1.9133858267716535
23,243,0.9798387096774194,143,1.6993006993006994
23,243,0.9798387096774194,183,1.3278688524590163
23,243,0.9798387096774194,112,2.169642857142857
23,243,0.9798387096774194,150,1.62
23,243,0.9798387096774194,98,2.479591836734694
23,243,0.9798387096774194,108,2.25
23,243,0.9798387096774194,115,2.1130434782608694
23,243,0.9798387096774194,97,2.5051546391752577
23,243,0.9798387096774194,178,1.3651685393258426
23,243,0.9798387096774194,150,1.62
23,243,0.9798387096774194,157,1.5477707006369428
23,243,0.9798387096774194,154,1.577922077922078
23,243,0.9798387096774194,99,2.4545454545454546
23,243,0.9798387096774194,122,1.9918032786885247
23,243,0.9798387096774194,165,1.4727272727272727
23,243,0.9798387096774194,151,1.609271523178808
23,243,0.9798387096774194,117,2.076923076923077
23,243,0.9798387096774194,106,2.292452830188679
23,100,0.4032258064516129,42,2.380952380952381
23,243,0.9798387096774194,105,2.3142857142857145
23,243,0.9798387096774194,111,2.189189189189189
23,243,0.9798387096774194,108,2.25
23,243,0.9798387096774194,121,2.0082644628099175
23,243,0.9798387096774194,99,2.4545454545454546
23,243,0.9798387096774194,99,2.4545454545454546
23,243,0.9798387096774194,105,2.3142857142857145
23,243,0.9798387096774194,95,2.557894736842105
23,243,0.9798387096774194,107,2.2710280373831777
23,243,0.9798387096774194,105,2.3142857142857145
23,243,0.9798387096774194,184,1.3206521739130435
23,243,0.9798387096774194,125,1.944
23,243,0.9798387096774194,101,2.405940594059406
23,13,0.05241935483870968,9,1.4444444444444444
23,243,0.9798387096774194,118,2.059322033898305
23,243,0.9798387096774194,168,1.4464285714285714
24,243,0.9798387096774194,131,1.8549618320610688
24,243,0.9798387096774194,150,1.62
24,243,0.9798387096774194,111,2.189189189189189
24,243,0.9798387096774194,112,2.169642857142857
24,243,0.9798387096774194,128,1.8984375
24,243,0.9798387096774194,108,2.25
24,243,0.9798387096774194,97,2.5051546391752577
24,243,0.9798387096774194,107,2.2710280373831777
24,243,0.9798387096774194,129,1.8837209302325582
24,243,0.9798387096774194,153,1.588235294117647
24,243,0.9798387096774194,159,1.528301886792453
24,243,0.9798387096774194,198,1.2272727272727273
24,243,0.9798387096774194,136,1.786764705882353
24,243,0.9798387096774194,100,2.43
24,243,0.9798387096774194,137,1.7737226277372262
24,35,0.14112903225806453,33,1.0606060606060606
24,243,0.9798387096774194,167,1.4550898203592815
24,47,0.18951612903225806,45,1.0444444444444445
24,243,0.9798387096774194,106,2.292452830188679
24,243,0.9798387096774194,132,1.8409090909090908
24,243,0.9798387096774194,164,1.4817073170731707
24,243,0.9798387096774194,157,1.5477707006369428
24,243,0.9798387096774194,108,2.25
24,243,0.9798387096774194,156,1.5576923076923077
24,243,0.9798387096774194,151,1.609271523178808
24,243,0.9798387096774194,183,1.3278688524590163
24,243,0.9798387096774194,151,1.609271523178808
24,243,0.9798387096774194,162,1.5
24,243,0.9798387096774194,122,1.9918032786885247
24,243,0.9798387096774194,138,1.7608695652173914
24,243,0.9798387096774194,149,1.6308724832214765
24,243,0.9798387096774194,173,1.4046242774566473
24,243,0.9798387096774194,152,1.5986842105263157
24,243,0.9798387096774194,114,2.1315789473684212
24,243,0.9798387096774194,101,2.405940594059406
24,243,0.9798387096774194,140,1.7357142857142858
24,243,0.9798387096774194,109,2.229357798165138
24,243,0.9798387096774194,107,2.2710280373831777
24,243,0.9798387096774194,152,1.5986842105263157
24,243,0.9798387096774194,170,1.4294117647058824
24,243,0.9798387096774194,95,2.557894736842105
24,243,0.9798387096774194,112,2.169642857142857
24,243,0.9798387096774194,148,1.6418918918918919
24,243,0.9798387096774194,118,2.059322033898305
24,243,0.9798387096774194,167,1.4550898203592815
24,243,0.9798387096774194,147,1.653061224489796
24,243,0.9798387096774194,155,1.5677419354838709
24,243,0.9798387096774194,148,1.6418918918918919
24,243,0.9798387096774194,140,1.7357142857142858
24,243,0.9798387096774194,183,1.3278688524590163
24,243,0.9798387096774194,186,1.3064516129032258
24,243,0.9798387096774194,151,1.609271523178808
25,243,0.9798387096774194,115,2.1130434782608694
25,243,0.9798387096774194,111,2.189189189189189
25,243,0.9798387096774194,174,1.396551724137931
25,243,0.9798387096774194,102,2.3823529411764706
25,243,0.9798387096774194,105,2.3142857142857145
25,243,0.9798387096774194,119,2.042016806722689
25,243,0.9798387096774194,144,1.6875
25,243,0.9798387096774194,167,1.4550898203592815
25,243,0.9798387096774194,117,2.076923076923077
25,243,0.9798387096774194,142,1.7112676056338028
25,243,0.9798387096774194,167,1.4550898203592815
25,243,0.9798387096774194,99,2.4545454545454546
25,243,0.9798387096774194,160,1.51875
25,243,0.9798387096774194,170,1.4294117647058824
25,243,0.9798387096774194,143,1.6993006993006994
25,243,0.9798387096774194,108,2.25
25,243,0.9798387096774194,113,2.150442477876106
25,243,0.9798387096774194,168,1.4464285714285714
25,243,0.9798387096774194,168,1.4464285714285714
25,243,0.9798387096774194,148,1.6418918918918919
25,243,0.9798387096774194,100,2.43
25,243,0.9798387096774194,163,1.49079754601227
25,243,0.9798387096774194,99,2.4545454545454546
25,243,0.9798387096774194,97,2.5051546391752577
25,243,0.9798387096774194,128,1.8984375
25,243,0.9798387096774194,111,2.189189189189189
25,243,0.9798387096774194,115,2.1130434782608694
25,243,0.9798387096774194,92,2.641304347826087
25,243,0.9798387096774194,103,2.3592233009708736
25,243,0.9798387096774194,148,1.6418918918918919
25,243,0.9798387096774194,164,1.4817073170731707
25,243,0.9798387096774194,109,2.229357798165138
25,243,0.9798387096774194,144,1.6875
25,243,0.9798387096774194,155,1.5677419354838709
25,243,0.9798387096774194,99,2.4545454545454546
25,243,0.9798387096774194,111,2.189189189189189
25,243,0.9798387096774194,153,1.588235294117647
25,243,0.9798387096774194,102,2.3823529411764706
25,243,0.9798387096774194,105,2.3142857142857145
25,243,0.9798387096774194,134,1.8134328358208955
25,243,0.9798387096774194,96,2.53125
25,243,0.9798387096774194,104,2.3365384615384617
25,243,0.9798387096774194,114,2.1315789473684212
25,243,0.9798387096774194,123,1.975609756097561
25,243,0.9798387096774194,134,1.8134328358208955
25,243,0.9798387096774194,113,2.150442477876106
25,243,0.9798387096774194,138,1.7608695652173914
25,243,0.9798387096774194,104,2.3365384615384617
25,243,0.9798387096774194,111,2.189189189189189
25,243,0.9798387096774194,98,2.479591836734694
25,243,0.9798387096774194,133,1.8270676691729324
25,243,0.9798387096774194,149,1.6308724832214765
25,243,0.9798387096774194,165,1.4727272727272727
25,243,0.9798387096774194,128,1.8984375
25,243,0.9798387096774194,122,1.9918032786885247
25,243,0.9798387096774194,152,1.5986842105263157
25,243,0.9798387096774194,112,2.169642857142857
25,243,0.9798387096774194,93,2.6129032258064515
25,243,0.9798387096774194,140,1.7357142857142858
25,243,0.9798387096774194,126,1.9285714285714286
25,243,0.9798387096774194,167,1.4550898203592815
25,243,0.9798387096774194,179,1.3575418994413408
26,243,0.9798387096774194,189,1.2857142857142858
26,243,0.9798387096774194,142,1.7112676056338028
26,243,0.9798387096774194,185,1.3135135135135134
26,243,0.9798387096774194,160,1.51875
26,243,0.9798387096774194,145,1.6758620689655173
26,243,0.9798387096774194,116,2.0948275862068964
26,243,0.9798387096774194,98,2.479591836734694
26,243,0.9798387096774194,152,1.5986842105263157
26,243,0.9798387096774194,157,1.5477707006369428
26,243,0.9798387096774194,105,2.3142857142857145
26,226,0.9112903225806451,126,1.7936507936507937
26,243,0.9798387096774194,136,1.786764705882353
26,243,0.9798387096774194,159,1.528301886792453
26,243,0.9798387096774194,129,1.8837209302325582
26,243,0.9798387096774194,110,2.209090909090909
26,110,0.4435483870967742,82,1.3414634146341464
26,243,0.9798387096774194,158,1.5379746835443038
26,243,0.9798387096774194,153,1.588235294117647
26,243,0.9798387096774194,123,1.975609756097561
26,243,0.9798387096774194,104,2.3365384615384617
26,243,0.9798387096774194,163,1.49079754601227
26,243,0.9798387096774194,131,1.8549618320610688
26,243,0.9798387096774194,121,2.0082644628099175
26,243,0.9798387096774194,169,1.4378698224852071
26,243,0.9798387096774194,129,1.8837209302325582
26,243,0.9798387096774194,150,1.62
26,243,0.9798387096774194,161,1.5093167701863355
26,243,0.9798387096774194,160,1.51875
26,243,0.9798387096774194,103,2.3592233009708736
26,243,0.9798387096774194,151,1.609271523178808
26,159,0.6411290322580645,119,1.3361344537815125
26,243,0.9798387096774194,145,1.6758620689655173
26,243,0.9798387096774194,154,1.577922077922078
26,243,0.9798387096774194,122,1.9918032786885247
26,243,0.9798387096774194,156,1.5576923076923077
26,243,0.9798387096774194,133,1.8270676691729324
26,243,0.9798387096774194,156,1.5576923076923077
26,243,0.9798387096774194,126,1.9285714285714286
26,243,0.9798387096774194,137,1.7737226277372262
26,243,0.9798387096774194,157,1.5477707006369428
26,243,0.9798387096774194,106,2.292452830188679
26,243,0.9798387096774194,152,1.5986842105263157
26,243,0.9798387096774194,152,1.5986842105263157
26,243,0.9798387096774194,114,2.1315789473684212
26,243,0.9798387096774194,137,1.7737226277372262
26,243,0.9798387096774194,205,1.1853658536585365
26,243,0.9798387096774194,159,1.528301886792453
26,243,0.9798387096774194,129,1.8837209302325582
26,243,0.9798387096774194,135,1.8
26,243,0.9798387096774194,160,1.51875
26,243,0.9798387096774194,116,2.0948275862068964
26,243,0.9798387096774194,131,1.8549618320610688
26,243,0.9798387096774194,119,2.042016806722689
27,243,0.9798387096774194,103,2.3592233009708736
27,243,0.9798387096774194,123,1.975609756097561
